linear_regression,lasso_selection,correlation_selection,lasso,splines
-17.5374602455608,-23.177706540640614,-51.00387766973133,-28.716569771441964,-22.5379393532284
-16.787568899110905,-24.332093802981177,-17.11186575468404,-17.742076889286093,-7.801071692412786
-19.821715538002433,-13.975297877895857,-32.84483367386256,-27.601424854070206,-16.430218694793126
-38.76712386286862,-26.97577845912147,-15.001168447096921,-25.47690934937098,-12.936347100122152
-38.31728195497385,-45.54760421055806,-23.46079428022217,-28.646966710528396,-9.327031635410405
-14.465127535563091,-23.365175158842856,-15.902540143025213,-27.604893506851568,-7.656097222882921
-22.104316578894093,-21.650374028268654,-31.628598703312687,-18.79188697717051,-17.850631924747304
-31.253095785556724,-15.840860570195337,-40.71355123928768,-22.021944152020346,-13.273121076105905
-14.075067736386066,-16.202534331663013,-21.58844936838424,-18.434640410490353,-36.985935308340125
-12.952325307728783,-23.63868926620813,-19.231680542503742,-34.885664151917446,-23.768149066351057
-21.51451760940427,-30.069102475103797,-10.742515538160188,-12.24025598294413,-19.997908371700536
-27.246824705256927,-21.41738186799305,-33.37958192405327,-27.230223039438442,-8.319449075952233
-21.23933116692769,-20.23600349286959,-25.672395026749335,-14.588785697129671,-27.368128227374722
-26.977050040975563,-56.49148976846801,-21.07381266129399,-33.27799143842206,-14.2316646554766
-16.953571808792628,-20.133492459367634,-17.382735382379575,-22.555582657181404,-29.717451110996254
-16.723189133899353,-24.300068156339872,-16.066253774304023,-39.272809911049656,-12.185830306364489
-34.78162386427507,-17.5199740243607,-17.397804234853098,-15.613846956715975,-10.606467772459446
-23.624964854751287,-19.08684670022745,-32.13908757624051,-33.69734797393374,-13.006243884938884
-23.417105623833425,-21.525815369541014,-43.74690855736621,-12.101841668901393,-21.061455449721716
-20.68143037481153,-13.398811376684463,-23.203144326988326,-19.046037194697547,-11.516650721946167
-17.16160963193343,-18.543357922673056,-29.974256614561956,-33.472345522649604,-15.168830349280412
-35.08284031155515,-31.81677348442585,-20.55627008531107,-24.121304036775605,-10.526301828761078
-28.51163630289635,-17.40796637465363,-25.33374483130283,-34.69616104080831,-14.246435225074851
-23.4641887238171,-31.70932096626324,-13.348917801295705,-10.033999081525243,-20.988103316725475
-16.678875174928372,-25.242244119686543,-27.092086762121337,-31.09575600753246,-19.46303316218456
-18.280038821343894,-17.546894066105672,-29.652247341773545,-18.848687612719335,-12.291662531063562
-26.793771261569816,-25.158290933544887,-30.206490181838397,-23.227229702581507,-7.396140771176874
-20.128786450890594,-24.074942649420304,-18.85617069397711,-40.63975184814814,-11.00334885877039
-40.52701914432553,-32.78889538703102,-12.450073461098796,-29.627113042033038,-26.907386930305343
-15.181107707192883,-21.72495180808302,-21.03606951479331,-12.246172254503419,-27.96671927681669
-14.49309744843862,-21.243647787224894,-40.82051190647635,-25.57013240932898,-13.22299482701816
-32.94919655503977,-19.383662082658926,-18.222416664685156,-15.1237030620004,-14.72884298246932
-25.771799968261895,-38.40298396684834,-20.003541455733718,-13.052938646477486,-27.24871767287783
-27.254420765514286,-36.3349952957161,-23.103520646965773,-28.822968404227055,-11.06003195755212
-24.487675002198074,-14.801547219958074,-15.194042984950734,-18.47195106406852,-15.121827122608702
-18.003016249596385,-19.222261720431895,-39.48705631664761,-28.82854539305103,-10.843701162882812
-20.327039078217883,-19.695153261631813,-16.317246914809353,-17.633760454037002,-12.816527515908101
-32.46248374989309,-17.61041427092257,-22.031873702174117,-20.750389566192794,-26.35351949333496
-33.644504212846805,-26.125026942451317,-24.56718920120409,-24.25837697192866,-13.295507857609614
-18.00103610588258,-23.912622116083497,-21.373254197397895,-36.98077054188505,-8.770353892052219
-9.573035472083355,-17.03887259548532,-27.29595475738995,-13.505958892482415,-24.926196678987576
-28.03993963238494,-29.79655958410871,-30.451746984859046,-39.196793447520534,-16.652284900974983
-26.15339103833337,-40.76533082967692,-42.520127649265156,-15.70626082097403,-26.010677918049804
-20.039585401182627,-48.07652761169313,-27.844663539777216,-23.395044417380348,-18.404253944983154
-22.158279435347715,-26.99680380150078,-28.792060079286795,-34.61193519971837,-10.094730199910423
-16.84106963709313,-17.059649275527203,-17.35705446185217,-20.152191127185898,-8.680387967015463
-38.00009728609358,-24.993872077207385,-11.464335509566107,-12.994210513039924,-14.637878132516597
-15.613302145572709,-10.280840305019229,-35.20254613573683,-23.206225249496065,-21.40987867998863
-24.456768653701957,-17.9223613212475,-13.575948520149261,-37.79475743556289,-8.525032661770949
-43.545373856676335,-22.048396615605963,-25.822869977628795,-23.30870932680591,-11.349455077589123
-21.506537767079312,-14.360774938907142,-21.26401513285276,-31.743288748707588,-11.559424829216395
-16.338734694788602,-18.155746820367195,-17.192167316986993,-22.49772621580051,-30.47303878296712
-22.535036518315664,-16.442684780949143,-16.967484846041522,-19.642262061902457,-14.027684281346632
-28.90957553686044,-15.198087364760042,-26.822984735496256,-28.78633500772345,-10.736733586088594
-15.75930260602272,-23.63878500843725,-30.745050500839252,-16.41166412680386,-49.13876463510017
-15.802720526945127,-15.279144176100534,-38.57475251617983,-40.203799328983315,-13.613388810795458
-35.7082031791047,-21.24529917675454,-21.01485421559312,-33.501980212430105,-16.669174042187553
-16.499285331268055,-12.509707216532329,-16.922425645173057,-30.03844541814157,-11.749839073722107
-26.76987371742976,-46.366555150375326,-15.083239741364519,-31.667215565953526,-20.046618629583403
-22.004501757440366,-45.66503052560239,-20.326038157097305,-8.750863622633949,-10.472992277612297
-30.050666758011733,-23.083657014219543,-34.77480739982635,-23.189546023010475,-8.745002119136304
-25.312448916130652,-24.730058232632704,-18.576185522884828,-19.816180212059553,-11.514394802722379
-14.483343283333097,-17.602512068002543,-16.426973847488867,-24.153159002117732,-10.777048986968541
-21.754451820807027,-37.1831292430947,-18.15476591389385,-29.354047254238903,-14.916473984626322
-24.519925139693775,-17.5655960443323,-20.44787491319557,-27.765518376805705,-20.560918160704322
-17.320730730843003,-19.12569549647357,-51.520292190314166,-32.64461405224745,-12.891921395714467
-26.204133569974303,-23.742996284912287,-18.95659061940352,-15.53497444964251,-19.325390434641566
-32.270051796874974,-15.844861976869845,-37.09420626911633,-13.957946576472574,-9.015053746276308
-25.077638457316127,-41.17957620036096,-19.938357364949805,-36.22543874294072,-13.585499317256156
-23.45819320423256,-25.514476396183905,-24.37347668177067,-35.10532140516374,-23.71138298091972
-36.44126522255258,-19.5730511699125,-13.360757414714055,-18.999754628805473,-12.633466387581963
-14.236275609850068,-22.94375088275271,-25.74017422954827,-13.130044460803724,-24.619289344670843
-18.204684774217966,-16.996614879332228,-14.203361107908258,-12.658857195071532,-13.140582617005906
-18.00358401745043,-18.421677681689715,-23.843178201679667,-15.779260869809914,-8.875412949648378
-28.37228478897152,-27.87147989576608,-15.29482139127204,-22.79691221936304,-32.078899891346865
-16.088817353272812,-41.38956480955434,-25.94137514855424,-22.531781832568747,-17.415280722989007
-33.71222854914368,-21.696029091048082,-28.20982137640671,-66.48966372969944,-12.744042965624674
-18.48257681343034,-20.980010442431297,-19.1683732956574,-20.435828360531893,-21.897448395668153
-34.6065581501791,-16.169524645478795,-18.5080504137376,-19.885162031071165,-10.237663321203575
-24.89776661233013,-28.02398519722554,-18.58105638246454,-11.750974980049184,-7.24500518417316
-26.018715958408325,-22.58725796314189,-37.7347852382793,-17.96404036103494,-11.954116468303432
-19.832242001833404,-30.40799486945175,-35.23177305718607,-35.06992936548484,-29.040129758477875
-24.83634973254309,-31.05203670239757,-26.806711111207523,-13.510855460012262,-11.728381671399612
-13.647416006637306,-20.425369742960306,-8.696332129757055,-13.711339178527274,-29.5169447333122
-23.956198691762438,-23.810317505847944,-16.28810851151218,-20.92293041746035,-7.682483450664395
-45.34466337904646,-36.98918821783335,-21.47321968477312,-15.262881998018155,-21.167353810786384
-17.031087557813947,-11.843481948453142,-41.00123124060976,-18.028376511636313,-13.397802772488037
-35.44846239998604,-32.31469490972911,-32.938727463187846,-31.75369915911215,-7.753435954327271
-30.636735320774065,-17.928020334994965,-34.92080095864614,-32.93314439169211,-12.079544316451129
-18.43996650560545,-13.381771501411892,-16.436864660762954,-29.624361939812207,-40.61875412860716
-19.407684214461298,-22.19949582444998,-19.523880447278326,-44.656269527409194,-11.679879267181848
-11.356188473787492,-27.833819707875985,-20.365328254284083,-20.822523878141805,-11.490358463876786
-16.936798333673963,-11.692444022752019,-14.472731139553753,-21.88030833947395,-9.721782077466667
-18.38424189002136,-21.264861018326844,-49.65775252617173,-12.311508371910204,-12.623263181035307
-37.45045222477243,-16.67768467510618,-20.25048392401142,-17.51658862195899,-14.180421573885916
-10.096219474627999,-30.814837248379874,-14.255857630014066,-40.25273011025076,-12.490777505010584
-31.98796511825999,-26.402783647058012,-16.383651507981238,-15.868483829473407,-17.716381141016544
-41.60948911262939,-26.004247345171724,-24.79787326332368,-28.048417641123795,-35.911868469301666
-24.847350257780136,-29.077932719279808,-13.20601112410811,-19.613032808179124,-22.88825417294816
-19.811292768783204,-14.97701504393388,-48.61190184972114,-19.135491498508273,-7.682698705406335
-10.770507574668509,-18.263614121966334,-29.29149662362764,-45.79815740804313,-12.347444425313224
-29.239032786652437,-41.527174593803146,-14.4459401282951,-23.09964350891694,-15.83747875950648
-24.995629515038935,-12.089125561581305,-19.40734911330933,-19.948939354977853,-26.12035045689554
-17.32330439055476,-36.15392298270957,-10.017554347975231,-19.699753362716454,-21.117039547251544
-20.929128452471698,-41.04429596695442,-21.546759975328264,-16.30617657180086,-10.118464507453778
-15.707546961489182,-24.73504626272729,-20.18109453865686,-39.98239027552422,-8.534823044399701
-31.2342548071291,-16.99147943098879,-28.095531238272212,-23.31044496631973,-20.145889430412577
-18.189155082065696,-13.219493644486429,-17.69690378925854,-52.154064717249824,-7.309089031881626
-14.42431328643325,-27.40983658643972,-14.930177275861604,-20.16057520116286,-24.52666606982617
-20.797983934026156,-16.372033914958525,-20.41312836656558,-12.60630834702881,-22.124246555681523
-36.06384166041766,-23.637247197925355,-53.26907825981324,-14.540476301772621,-9.638208503076248
-38.9352339685156,-27.094055040710643,-32.54377081529817,-21.51358417224705,-14.416415292401554
-11.813114026778642,-18.495324120653482,-29.51909385833102,-15.743303121493593,-7.483673858310261
-25.94409413676247,-32.84173952291278,-25.876238841477953,-39.87178077399105,-9.282732260721374
-15.981185170361096,-16.170448768849273,-19.09327838631354,-26.332707395832408,-13.56667308997062
-32.88369224941177,-18.45323001677125,-22.00224680773651,-20.444028672329363,-38.805404464845516
-23.006209286526918,-15.402789989916494,-16.08947389893735,-29.793761660229503,-17.017250559424966
-21.149606774065933,-31.385390991266373,-28.837245107719387,-18.47951088058905,-14.045956727628312
-27.712171504441347,-22.570155512914354,-42.492795513243365,-12.994796026421687,-18.526749862498747
-35.9726853642506,-32.98822646706665,-14.524138471194693,-40.16585828428589,-25.51065662289453
-27.25540044752484,-31.583825219189347,-22.847502137160813,-23.226645849369355,-9.435101359784541
-13.855778022730648,-26.525824016280552,-16.402222867105053,-13.668120369314856,-7.034597519425124
-26.125904918696573,-22.300440320736126,-26.872619141100923,-24.241821392608173,-7.505425307104854
-32.54621861838155,-20.21093005554669,-19.647255230924532,-14.56333758034455,-39.31103117728403
-24.629465262334268,-23.341869688079946,-22.34625530908207,-23.744485870640368,-8.18188741763636
-18.41014935968946,-29.54049991730019,-22.984083061292793,-18.373690927868914,-9.676687656969214
-16.374692886397053,-18.716789227734925,-26.09817465396719,-14.691638217325982,-10.069610706591254
-42.99977070979919,-15.530459212059753,-13.034250114590822,-48.7612677189554,-42.54062098947896
-13.6211742288325,-17.756207118533638,-32.29385345333691,-21.34843208712076,-19.64486558446446
-22.161547079735666,-53.4459311658416,-18.253326042422472,-19.26639501237706,-11.41734089917422
-40.776774776133465,-19.26048388522405,-27.36708516218512,-49.497226840633466,-6.664370732988858
-9.433951640534643,-23.374562278954237,-34.60917393162567,-15.160323027380556,-9.11778123680093
-19.041429869315245,-33.14286563806553,-19.992501036650847,-23.18708812868392,-26.32565563733391
-19.38018195817545,-30.296513537801637,-23.538703826202248,-35.166934430888325,-19.017660328709532
-20.357282933661295,-18.31157289440891,-34.93666510584253,-43.40965764735178,-12.746363942244415
-22.45425844010976,-16.637016733375315,-18.691777115978237,-15.702473195728341,-9.543885669656333
-12.735034909224797,-12.312694974416079,-22.023171217889313,-13.701222564238346,-7.242368919252325
-49.69159166010595,-18.392488017658174,-49.78699567871792,-27.910916966825106,-27.652004338932358
-18.30826013553994,-27.274584598534883,-15.452712233835982,-12.354130380117233,-16.129303772990124
-20.76105972382019,-31.19311388561529,-19.416087432033063,-35.91502104087346,-11.52922075143535
-13.88830864721725,-11.468305084411966,-20.31898460730213,-21.04123547442621,-8.247218155956352
-45.36719414402511,-39.12898993391898,-17.38793428999169,-10.564561209714928,-25.143036437650753
-25.87912422162349,-24.267769039305115,-17.928929292759253,-26.791110024904146,-22.613015120343572
-13.911783076109682,-31.063960825967662,-53.24621073475259,-34.13721468926152,-10.344291756051948
-28.48704490620891,-18.75969067434335,-26.52708546281701,-32.55296863596395,-26.233779334009924
-32.22408366878658,-21.836015069606855,-17.73868303362631,-14.916083907503621,-10.781762415786805
-14.563890621949026,-29.908446743993082,-22.72562396385458,-20.882585142652665,-8.82587340503601
-23.089703176088353,-14.307034304090434,-14.064452163061214,-20.059597402113393,-13.454996113406173
-34.212863187178385,-10.387626760484741,-20.206849918667174,-16.17725932212504,-14.368591447622205
-11.29013641799296,-45.61421843514313,-16.852528745370986,-27.906551173012012,-28.74785136467796
-17.396012575565422,-15.66081446886476,-17.322971508086177,-14.840624852145252,-14.336310837957093
-38.251871373634124,-30.28075622631669,-36.844575929625684,-32.36344418464365,-12.463194117790284
-15.450208793953347,-13.908296597314365,-50.48579105180552,-28.10358876601322,-9.238901243319342
-29.333257328256348,-22.55359305043521,-21.974853353125656,-11.903670676362903,-25.7916289238441
-25.646087172353578,-17.6749965011364,-20.458776183401508,-21.92811046859268,-8.6148127673594
-30.055102282170534,-13.291630652796558,-38.837545368833034,-20.193430465713604,-43.80502886936399
-14.425955961564847,-38.933506826029166,-14.998339422671014,-39.40022313585513,-9.718547815621148
-38.04809548472833,-19.704315781151987,-15.0464172037835,-36.792914542978394,-7.701955151388453
-14.979830327180288,-39.00144984975078,-21.887814714949517,-19.37213595057646,-19.022242355859458
-15.673320615137342,-22.99992237699753,-30.394676747377275,-17.241633662846137,-10.954220695381572
-47.93805770345749,-16.251041188594883,-19.94326421456803,-28.759310851821834,-11.264205205161746
-16.38053665642949,-34.45229464232411,-12.08162607958048,-18.05032411341463,-15.72187729472251
-33.00368864979324,-28.063387140653887,-21.084104123370864,-35.96504280902765,-18.44423622213351
-32.14597753043084,-20.340352996642444,-27.4839173634822,-13.530652811086325,-15.245368727728088
-17.02152214628805,-31.42987550380999,-17.369367067879168,-21.46744767285474,-23.66033741655867
-38.77310774977149,-29.547358325356026,-14.969095387643481,-23.237021673377324,-7.59990165007636
-19.579082139685173,-17.574369689251228,-23.093349442339964,-29.088004044996605,-27.801026758736185
-16.765340913230844,-14.7123343459545,-26.455112002720014,-34.171353818067416,-14.497699819121
-22.354642499109392,-31.37922680829925,-28.824387178812458,-35.73693480557382,-13.016271115061024
-31.702182319922382,-12.378196873093716,-32.49112052129848,-9.29199241933719,-25.606322963346976
-16.25316353687946,-23.13072932495035,-29.075897427511222,-20.511516712519686,-11.328864142653169
-13.158641640646868,-30.07871572778578,-18.171679718269274,-17.46060011909858,-13.154920160769107
-18.521279854977646,-30.99282880955111,-27.901796466586948,-17.785861716325208,-23.946385352491745
-25.923848431565055,-26.547570511856943,-22.951746599192596,-25.377600240656243,-15.486367598307917
-14.17597659490539,-13.937271893912149,-31.325987989745425,-54.48951216375323,-8.655181466946631
-32.73774531182407,-22.621875969811757,-22.57960163819805,-15.36845437286547,-24.091272988708496
-12.426478267914236,-39.03278789980411,-21.971243058330412,-31.426614621683097,-31.743845634154784
-27.84520497684485,-22.24370894954955,-22.047567675772736,-12.115446881500779,-9.368565134922157
-30.025862654301868,-20.950354651223673,-28.368289522900028,-14.679782400252753,-8.231757218764873
-25.422693931921394,-12.265572226467935,-22.26411977862991,-23.85307682440002,-12.638420671834105
-28.792033316471525,-24.831481869676004,-18.769038846887753,-31.724896808304717,-18.1430841501474
-25.36824595614197,-21.394518661311036,-22.55317995044965,-18.847487474114484,-11.475852783824964
-25.057478681905515,-18.807730453368283,-23.27082864594637,-22.15841019128505,-14.339691872084124
-18.936327771113373,-19.679408024688463,-23.507733720659317,-21.284301285467997,-6.440324161095383
-31.1305474543506,-26.5212205832982,-27.68536098871643,-32.07919424143156,-9.175218756486688
-20.93501592936405,-17.205941700675382,-33.650379938954885,-23.4101170398562,-27.2788593243228
-36.372676586878164,-41.37809710544341,-23.7393566939864,-31.300583281664245,-48.217535395934064
-35.00404997261261,-38.18278795254559,-18.152586485722754,-20.04591369324637,-9.417651583198312
-14.166250382194953,-19.923047966187035,-19.60715306193739,-19.802967658006658,-13.073913637732941
-16.976456202145076,-30.89762254190245,-22.387968593374435,-24.88983469196769,-9.585331394092208
-19.24548248654674,-12.060766031179902,-19.746559846960785,-18.58384457831668,-15.817634148865798
-24.126696785371315,-15.183117757465642,-26.3423068551944,-25.83296888422507,-15.280267935312702
-32.972618913005896,-25.634494719631192,-18.7776083178711,-23.93401304858323,-8.464912403023419
-8.333913281601522,-21.392260683233868,-32.44382009360151,-22.98232038036547,-19.746470650589124
-29.53738496884171,-21.888602354875168,-13.820858414947434,-15.567774713757103,-21.917797540071103
-22.59700158213839,-26.90988199775082,-15.615984220074763,-13.887076534124063,-12.41083533946431
-20.609607270552207,-25.634287743516744,-18.76672916144952,-25.814951105761825,-16.550743524819108
-16.1216247867968,-28.31834261321615,-36.09283135197436,-28.745036994977546,-9.153051571791359
-19.317494063417765,-17.132204571852483,-29.716797580490674,-44.839931208163016,-21.79416879182334
-16.564878589111597,-27.81991744526022,-27.39364481353384,-16.08376291839076,-15.58881845959284
-26.33104175029983,-18.653252992790694,-35.98695602163346,-22.863915400334225,-24.15715110632857
-51.90130120083137,-26.393564714758227,-15.020584939959626,-29.091543646289065,-11.175799512685133
-21.283847715150802,-20.958209881499283,-44.27036353082499,-33.52533698802455,-32.38211053923926
-32.67831716284848,-26.12575500986275,-36.789445163027665,-12.795363688124981,-13.696944657385178
-21.552533334196486,-25.182569109014608,-18.020261709038184,-13.86643095210989,-13.350556289073015
-15.608370284190379,-15.82035058594678,-16.61366629509274,-23.504988645205074,-10.933770694945057
-37.88251915275736,-18.2557116338036,-26.22537504733397,-27.385060763675302,-39.10476956252384
-32.55475199989944,-16.621174723505913,-16.052393557004702,-21.939933670399547,-8.848083324232475
-20.827764828784055,-23.697105085899015,-15.54523925917966,-16.722118958580634,-14.703624575303749
-22.511861879073276,-12.243359704314825,-22.73830747379675,-34.13071568422426,-11.713483361896847
-12.907414725039667,-25.080216841996176,-22.709398749141002,-30.532436847023046,-11.235406638372668
-22.784767479702186,-55.84194476380317,-18.507559324391206,-24.45556399094586,-12.314148489520505
-12.042064174627649,-19.295617832289654,-21.075714604425976,-27.157318180633442,-21.759846163755043
-12.377051051904518,-21.555070236429888,-27.892824100735897,-39.774515706358436,-11.96182507422292
-17.947302342827598,-15.217610817972083,-13.52048686152856,-25.838224337777383,-13.34214682474254
-41.01088215952156,-17.356894402500362,-29.36410790561028,-33.93313564499307,-13.375087262146995
-22.333892078463087,-18.11505887188718,-35.540760122002204,-17.774397310081696,-28.61981055850993
-23.901556018589588,-30.438705087256178,-26.1199102920841,-14.803072592310329,-13.529455675333232
-13.433009565814045,-41.59098529886908,-24.41134754334014,-22.295268568742866,-10.343364241542929
-38.81528448525048,-35.61397196292874,-36.10509883199524,-19.113854620747894,-11.638271964138822
-25.08652793428447,-17.568047114913803,-13.920678323666476,-28.587457088230867,-17.28168156216672
-30.04542249136182,-22.298356647752108,-11.728834288747139,-15.649029533222656,-21.808632663884367
-42.10272564197567,-19.286022825994113,-21.402183326043087,-23.921580747266294,-36.938765359325416
-17.55873159768115,-19.41454749404832,-25.095552395771755,-12.63926324727871,-11.177049843517878
-22.174887808616564,-18.91698003196311,-26.318150460346004,-22.315314301612766,-17.59432969513707
-55.91440306544855,-27.247132530072818,-25.826556944082416,-42.070767802323395,-10.295603382910263
-24.25757632064939,-16.823812915529,-16.928608349848332,-35.91368699665264,-10.53652940030707
-11.436913756939806,-30.97848850581212,-35.17429735013651,-22.924578823936162,-17.503634565737432
-22.14837915428252,-29.79388156736968,-33.81096072346742,-19.69820148771444,-15.021524180555549
-14.972321565085096,-13.928795760099687,-18.527244096295217,-21.392692381856286,-24.060505618451327
-14.128914309547572,-28.768307087387626,-19.54025189667737,-24.885475266313996,-14.940943796051304
-23.980970337820864,-33.51628291069313,-17.517284492655882,-17.211242683327818,-7.990840153169977
-36.953688289261166,-36.881472231302276,-14.888356354940115,-14.012681141560995,-13.658272585131929
-9.854261533700729,-16.80454282419768,-29.120938975677845,-29.796934788164258,-24.611242261060344
-19.583598401691553,-22.695262907345295,-19.72795803527175,-22.03123383490953,-9.889293923392266
-14.084313642587086,-32.944280462801096,-12.1666120236618,-17.75180036180474,-11.790169008648283
-17.97572376490354,-28.46749806318007,-33.13551619557694,-23.0482936248224,-11.247821560905567
-29.6882568860811,-21.743142928916875,-18.953905728490316,-18.014026763816872,-33.487291650383874
-17.504385073572212,-19.44123361988291,-28.23493910514338,-17.26923294628286,-15.089634600461492
-32.15504068698462,-19.903627380620158,-23.572622755087586,-11.791991669267102,-15.831120907522482
-40.0161858703546,-24.877634309614987,-44.79321735854878,-31.652197137441362,-9.53894744181922
-26.079881969256686,-18.483512242945555,-13.975713201293182,-55.03817270948665,-21.865254948054968
-18.142795696935934,-29.55266316816945,-15.571700707551484,-30.07286101672819,-34.266977276759114
-46.769953960186605,-22.855043604865468,-12.861138621544487,-27.058344393501457,-10.501136068530537
-32.18600589072376,-38.006473276926805,-52.03663476422438,-19.75970573132299,-15.829970721108259
-27.82042492796877,-17.871201321821403,-14.747991711089288,-30.898412469477776,-13.625679337752695
-23.07025906537184,-26.663036837609486,-30.255851016311503,-41.599239558828955,-17.3843970050937
-14.195136031564465,-26.980582596300092,-23.80831062162687,-19.780975969670187,-22.140648378509674
-28.111265845579872,-19.002478473834426,-41.42234597525615,-16.16763163787704,-9.371277348906238
-19.026099604866474,-17.561984585052056,-17.066027717166282,-21.26146097247026,-12.233461246262419
-17.24673078029038,-21.246036642551093,-16.461506530561863,-15.914426220522916,-18.126919314712683
-12.146927314547606,-16.70317617326253,-12.693396062901803,-17.764104648112134,-9.624706446849846
-12.866055088995502,-29.54409412976721,-32.591499945969964,-24.36575060176373,-18.734360761723835
-34.124566521257556,-21.659030118421413,-16.16744488217457,-19.937315014908492,-10.500658469375134
-17.33300078527131,-27.331143558287323,-37.801516521838934,-36.04151779696557,-20.781134785227657
-23.420509617035925,-22.066015631075082,-13.959632560667643,-26.096052975010217,-11.733501715142824
-24.533286371041513,-28.088792406218737,-17.479638376843386,-15.285731239111694,-13.933783798611444
-22.97624459115042,-17.392423226575772,-25.54622645786197,-15.79819287752396,-14.493525076857406
-33.15749741816363,-19.424631817367313,-26.620625441421495,-30.60696542803615,-24.907936381308833
-24.80477758666875,-14.572920037901008,-26.278311808148693,-29.26382299949046,-12.802785122513969
-24.784372952922077,-56.940097693241256,-18.294699181279476,-16.93770284536275,-9.524017148734695
-19.84469395802707,-15.744912297984612,-27.003803642800193,-29.609204840931614,-25.156657603238813
-8.321472571560735,-17.900747794232103,-16.225747366037773,-34.18053001552052,-12.200865516243162
-32.040989498097474,-13.73843661105364,-19.552734842208103,-13.165210491116317,-23.687046351144847
-40.33582505515804,-42.58501468404474,-40.355186894329364,-12.449468256631857,-9.985040165505604
-34.65327144522963,-25.32668402968564,-17.777635939616374,-27.683904399838767,-11.233063028371758
-39.328449260581365,-19.799902508233618,-18.548970400148736,-15.980230891865196,-9.575110377592898
-18.39112514759092,-16.621413877652856,-17.51440792057816,-16.871027465001468,-22.189332300048374
-14.799542325719845,-32.82050296637748,-14.174350904354755,-33.64840942642857,-20.025458800727122
-18.394738181568087,-39.46398767483954,-51.6120505314869,-23.12094022228973,-11.0411816085432
-17.43425582984974,-15.467527467186423,-17.790088718316696,-45.88828230072062,-13.447136789895053
-18.19805472218233,-16.032413696433746,-23.108538682307717,-25.7206300585228,-31.32668898487233
-26.417946933589906,-20.998534534228185,-14.319457850992432,-18.301812996235732,-15.527012014391401
-21.14736376553198,-13.110777044009382,-29.02566499452135,-12.808844499806707,-20.594207993427723
-32.756207472075396,-37.96024668406536,-20.57984959715477,-24.69676152326775,-49.31298376747258
-18.619224004323154,-12.957221586930176,-31.182763841789402,-20.542158282701497,-7.2099056626642115
-20.30691394589077,-36.10207272732851,-37.2965345211992,-74.64048836612523,-16.14464827465619
-23.307848290120308,-27.38116757892508,-17.801671813359956,-15.724408721799795,-5.795607135330215
-30.25652720736439,-35.47298627534192,-20.06209137751458,-25.175174149910095,-12.935584120564977
-17.176249203090592,-21.17160938777025,-25.354087831910064,-25.677308436350895,-15.028998831042257
-29.015202354110638,-22.991028947239656,-15.113761899411026,-17.36900122068801,-14.540807037436252
-19.043928629947324,-13.060967857478024,-28.88906983895963,-13.20376242984912,-10.46890873537786
-22.0870431084747,-18.07972173659876,-21.48063513307235,-17.36216621012124,-31.699915616117668
-12.478399444645078,-30.48743944023089,-33.80706349558027,-25.770586345587454,-11.717904547932353
-19.54226172609229,-33.68309855808309,-24.60382543717925,-20.844787891253464,-13.281693772954828
-33.48524585638659,-22.31977037540944,-13.646162957057987,-23.213678145623806,-14.424801918661302
-15.89887767299792,-16.2829366997499,-15.988887495201515,-15.06498685054534,-6.397495246877372
-17.2799030995049,-27.77604943426534,-48.60421601024685,-21.201291451834994,-22.562246935302888
-14.304986166725255,-35.67754713873007,-12.819145292482888,-18.78146374999968,-7.152204940454246
-20.285609436034978,-23.290250646660926,-33.4264435364105,-44.2404128891435,-24.596901140518547
-31.76529600296054,-20.477718887246645,-23.05218097990495,-40.999575543480205,-13.919199890670752
-58.54563745134719,-14.153066441563338,-17.28213004568241,-17.28605883959977,-13.549603349959114
-29.54256870118203,-33.73755562894863,-21.47922720556524,-25.934278313808765,-15.972559199729096
-25.057087611912102,-13.162508293823922,-13.908892996370188,-19.182799470198496,-9.363771748375273
-28.4533971076367,-40.89609367815401,-22.455380946330397,-16.906735541209695,-12.540878636775929
-18.758398520973323,-28.39478740075279,-48.227229531068275,-39.81566661227328,-9.444290092605504
-29.723795215219578,-20.096782754033153,-19.531877596953002,-28.678058833203107,-6.244439028287259
-17.36430999210854,-22.77074552343808,-15.254489869118025,-30.567672709787868,-12.402403337064744
-27.350742629208007,-21.285577419616992,-16.67068152394021,-17.916238529485785,-32.35299063240038
-14.21491286464916,-10.50043970668411,-35.69846907517953,-11.936540268938723,-9.980887523582176
-16.711590515675883,-31.356287465433816,-27.142066505268396,-17.625077589802796,-27.904369264899398
-33.65996922622712,-11.96600842239129,-25.014717821136934,-32.60967962904752,-29.339083835337956
-21.081201993966868,-32.77513630596032,-21.82175938611087,-20.99665371221408,-23.817531226340016
-28.368641009972723,-14.352528008653445,-34.31431060370767,-26.7330770832117,-9.879819079719239
-23.06420061750139,-18.353397468783392,-12.829565598400338,-27.46395863530803,-10.265863909444926
-22.1397481358982,-34.251888898144266,-15.15289145045555,-34.02993551915821,-7.4637552302884895
-24.242223537483188,-12.943270643166331,-29.027538405055793,-25.947279180897073,-13.026673691622147
-15.262499778890332,-28.755885430815873,-20.605314406576795,-14.627209045763662,-12.936938011199826
-22.229255413355123,-25.400341654561192,-20.600684388362943,-16.57537488570774,-22.4828673479698
-45.34154817508713,-30.198384704825468,-15.974197588363785,-13.850377921265515,-39.97737640496191
